timestamp,PM2.5,humidity,temperature
2022-04-22 20:00:00,0.0,75.0,
2022-04-22 21:00:00,0.0,75.0,
2022-04-22 22:00:00,0.0,75.0,
2022-04-22 23:00:00,0.0,75.0,
2022-04-23 00:00:00,0.0,75.0,
2022-04-23 01:00:00,0.0,75.0,
2022-04-23 02:00:00,0.0,75.0,
2022-04-23 03:00:00,0.0,75.0,
2022-04-23 04:00:00,0.0,75.0,
2022-04-23 05:00:00,0.0,75.0,
2022-04-23 06:00:00,0.0,75.0,
2022-04-23 07:00:00,0.0,75.0,
2022-04-23 08:00:00,0.0,75.0,
2022-04-23 09:00:00,0.0,75.0,
2022-04-23 10:00:00,0.0,75.0,
2022-04-23 11:00:00,0.0,75.0,
2022-04-23 12:00:00,0.0,75.0,
2022-04-23 13:00:00,0.0,75.0,
2022-04-23 14:00:00,0.0,75.0,
2022-04-23 15:00:00,0.0,75.0,
2022-04-23 16:00:00,0.0,75.0,
2022-04-23 17:00:00,0.0,75.0,
2022-04-23 18:00:00,0.0,75.0,
2022-04-23 19:00:00,0.0,75.0,
2022-04-23 20:00:00,0.0,75.0,
2022-04-23 21:00:00,0.0,75.0,
2022-04-23 22:00:00,0.0,75.0,
2022-04-23 23:00:00,0.0,75.0,
2022-04-24 00:00:00,0.0,75.0,
2022-04-24 01:00:00,0.0,75.0,
2022-04-24 02:00:00,0.0,75.0,
2022-04-24 03:00:00,0.0,75.0,
2022-04-24 04:00:00,0.0,75.0,
2022-04-24 05:00:00,0.0,75.0,
2022-04-24 06:00:00,0.0,75.0,
2022-04-24 07:00:00,0.0,75.0,
2022-04-24 08:00:00,0.0,75.0,
2022-04-24 09:00:00,0.0,75.0,
2022-04-24 10:00:00,0.0,75.0,
2022-04-24 11:00:00,0.0,75.0,
2022-04-24 12:00:00,0.0,75.0,
2022-04-24 13:00:00,0.0,75.0,
2022-04-24 14:00:00,0.0,75.0,
2022-04-24 15:00:00,0.0,75.0,
2022-04-24 16:00:00,0.0,75.0,
2022-04-24 17:00:00,0.0,75.0,
